State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
MD,MD,2016,April,Psychostimulants with abuse potential (T43.6),24,25,100,0.0191905838202056,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Psychostimulants with abuse potential (T43.6),28,29,100,0.0233773961831088,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Psychostimulants with abuse potential (T43.6),28,29,100,0.0254668930390492,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Psychostimulants with abuse potential (T43.6),31,32,100,0.0274754306245377,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Psychostimulants with abuse potential (T43.6),38,39,100,0.0273407924623538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Psychostimulants with abuse potential (T43.6),42,43,100,0.0250689395838556,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Psychostimulants with abuse potential (T43.6),44,45,100,0.0228952024144032,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Psychostimulants with abuse potential (T43.6),42,43,100,0.0186138859589254,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Psychostimulants with abuse potential (T43.6),46,47,100,0.0164379058107997,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Psychostimulants with abuse potential (T43.6),48,49,100,0.0163162081132345,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Psychostimulants with abuse potential (T43.6),47,48,100,0.0182967736689097,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Psychostimulants with abuse potential (T43.6),50,51,100,0.0202065105376952,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Psychostimulants with abuse potential (T43.6),54,55,100,0.0201710505083105,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Psychostimulants with abuse potential (T43.6),55,56,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Psychostimulants with abuse potential (T43.6),56,57,100,0.0241672372819914,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,Psychostimulants with abuse potential (T43.6),52,53,100,0.0222087623662427,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,Psychostimulants with abuse potential (T43.6),49,50,100,0.0242184504228138,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,Psychostimulants with abuse potential (T43.6),49,50,100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,Psychostimulants with abuse potential (T43.6),50,51,100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,Psychostimulants with abuse potential (T43.6),51,52,100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,Psychostimulants with abuse potential (T43.6),51,52,100,0.0362391785786189,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,Psychostimulants with abuse potential (T43.6),50,51,100,0.0380296631372471,Underreported due to incomplete data.
MD,MD,2018,February,Psychostimulants with abuse potential (T43.6),52,53,100,0.0380250965637321,Underreported due to incomplete data.
MD,MD,2018,March,Psychostimulants with abuse potential (T43.6),55,56,100,0.0400560785099139,Underreported due to incomplete data.
MD,MD,2018,April,Psychostimulants with abuse potential (T43.6),56,57,100,0.0441279711162371,Underreported due to incomplete data.
MD,MD,2018,May,Psychostimulants with abuse potential (T43.6),58,59,100,0.0481666566319465,Underreported due to incomplete data.
MD,MD,2018,June,Psychostimulants with abuse potential (T43.6),57,58,100,0.0441226609975733,Underreported due to incomplete data.
MD,MD,2015,January,"Synthetic opioids, excl. methadone (T40.4)",237,240,100,0.00858516483516484,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,"Synthetic opioids, excl. methadone (T40.4)",259,262,100,0.00855340532449481,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,"Synthetic opioids, excl. methadone (T40.4)",263,266,100,0.0085437224998932,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,"Synthetic opioids, excl. methadone (T40.4)",244,247,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,"Synthetic opioids, excl. methadone (T40.4)",233,236,100,0.0106168383055526,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,"Synthetic opioids, excl. methadone (T40.4)",227,230,100,0.0105706010443754,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,"Synthetic opioids, excl. methadone (T40.4)",231,234,100,0.0105516397248132,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,"Synthetic opioids, excl. methadone (T40.4)",243,246,100,0.0105358535094928,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,"Synthetic opioids, excl. methadone (T40.4)",268,271,100,0.0147414973149416,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,"Synthetic opioids, excl. methadone (T40.4)",299,303,100,0.0188956539995801,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,"Synthetic opioids, excl. methadone (T40.4)",330,334,100,0.0210159090431457,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,"Synthetic opioids, excl. methadone (T40.4)",373,378,100,0.0212035113014715,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,"Synthetic opioids, excl. methadone (T40.4)",386,391,100,0.0214523222138797,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,"Synthetic opioids, excl. methadone (T40.4)",421,427,100,0.0214196975538705,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,"Synthetic opioids, excl. methadone (T40.4)",449,455,100,0.0214183212319818,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,"Synthetic opioids, excl. methadone (T40.4)",521,528,100,0.0191905838202056,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,"Synthetic opioids, excl. methadone (T40.4)",617,625,100,0.0233773961831088,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,"Synthetic opioids, excl. methadone (T40.4)",706,716,100,0.0254668930390492,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,"Synthetic opioids, excl. methadone (T40.4)",778,789,100,0.0274754306245377,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,"Synthetic opioids, excl. methadone (T40.4)",845,857,100,0.0273407924623538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,"Synthetic opioids, excl. methadone (T40.4)",913,925,100,0.0250689395838556,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,"Synthetic opioids, excl. methadone (T40.4)",974,987,100,0.0228952024144032,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,"Synthetic opioids, excl. methadone (T40.4)","1,040","1,053",100,0.0186138859589254,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,"Synthetic opioids, excl. methadone (T40.4)","1,122","1,135",100,0.0164379058107997,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,"Synthetic opioids, excl. methadone (T40.4)","1,224","1,238",100,0.0163162081132345,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,"Synthetic opioids, excl. methadone (T40.4)","1,270","1,285",100,0.0182967736689097,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,"Synthetic opioids, excl. methadone (T40.4)","1,339","1,355",100,0.0202065105376952,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,"Synthetic opioids, excl. methadone (T40.4)","1,394","1,411",100,0.0201710505083105,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,"Synthetic opioids, excl. methadone (T40.4)","1,427","1,445",100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,"Synthetic opioids, excl. methadone (T40.4)","1,457","1,476",100,0.0241672372819914,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,"Synthetic opioids, excl. methadone (T40.4)","1,478","1,497",100,0.0222087623662427,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,"Synthetic opioids, excl. methadone (T40.4)","1,506","1,526",100,0.0242184504228138,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,"Synthetic opioids, excl. methadone (T40.4)","1,536","1,556",100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,"Synthetic opioids, excl. methadone (T40.4)","1,563","1,584",100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,"Synthetic opioids, excl. methadone (T40.4)","1,584","1,607",100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,"Synthetic opioids, excl. methadone (T40.4)","1,598","1,623",100,0.0362391785786189,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,"Synthetic opioids, excl. methadone (T40.4)","1,612","1,617",100,0.0380296631372471,Underreported due to incomplete data.
MD,MD,2018,February,"Synthetic opioids, excl. methadone (T40.4)","1,682","1,693",100,0.0380250965637321,Underreported due to incomplete data.
MD,MD,2018,March,"Synthetic opioids, excl. methadone (T40.4)","1,737","1,754",100,0.0400560785099139,Underreported due to incomplete data.
MD,MD,2018,April,"Synthetic opioids, excl. methadone (T40.4)","1,779","1,804",100,0.0441279711162371,Underreported due to incomplete data.
MD,MD,2018,May,"Synthetic opioids, excl. methadone (T40.4)","1,806","1,839",100,0.0481666566319465,Underreported due to incomplete data.
MD,MD,2018,June,"Synthetic opioids, excl. methadone (T40.4)","1,841","1,887",100,0.0441226609975733,Underreported due to incomplete data.
ME,ME,2015,January,Cocaine (T40.5),22,23,100,0.0587069787921039,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,February,Cocaine (T40.5),25,26,100,0.0433369447453954,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,March,Cocaine (T40.5),23,24,100,0.0287749082799799,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,April,Cocaine (T40.5),24,25,100,0.0214392910741085,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,May,Cocaine (T40.5),24,25,100,0.014262283391571,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,June,Cocaine (T40.5),22,23,100,0.0142694063926941,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,July,Cocaine (T40.5),21,22,100,0.0142328494164532,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,August,Cocaine (T40.5),23,24,100,0.0141053670921786,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,September,Cocaine (T40.5),26,27,100,0.00699496362618914,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,October,Cocaine (T40.5),28,29,100,0.00695991091314031,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,November,Cocaine (T40.5),33,35,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,December,Cocaine (T40.5),32,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,January,Cocaine (T40.5),32,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,February,Cocaine (T40.5),32,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,March,Cocaine (T40.5),34,36,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,April,Cocaine (T40.5),39,41,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,May,Cocaine (T40.5),43,45,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,June,Cocaine (T40.5),48,50,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,July,Cocaine (T40.5),51,53,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,August,Cocaine (T40.5),54,56,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,September,Cocaine (T40.5),53,55,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,October,Cocaine (T40.5),53,55,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,November,Cocaine (T40.5),57,59,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,December,Cocaine (T40.5),59,62,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,January,Cocaine (T40.5),61,64,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,February,Cocaine (T40.5),63,66,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,March,Cocaine (T40.5),67,70,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,April,Cocaine (T40.5),67,70,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,May,Cocaine (T40.5),64,67,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,June,Cocaine (T40.5),67,70,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,July,Cocaine (T40.5),69,72,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,August,Cocaine (T40.5),78,81,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,September,Cocaine (T40.5),80,83,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,October,Cocaine (T40.5),87,90,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,November,Cocaine (T40.5),83,86,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,December,Cocaine (T40.5),89,93,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2018,January,Cocaine (T40.5),92,95,100,0,Underreported due to incomplete data.
ME,ME,2018,February,Cocaine (T40.5),93,96,100,0,Underreported due to incomplete data.
ME,ME,2018,March,Cocaine (T40.5),90,93,100,0,Underreported due to incomplete data.
ME,ME,2018,April,Cocaine (T40.5),95,99,100,0,Underreported due to incomplete data.
ME,ME,2018,May,Cocaine (T40.5),101,105,100,0,Underreported due to incomplete data.
ME,ME,2018,June,Cocaine (T40.5),103,107,100,0,Underreported due to incomplete data.
ME,ME,2015,January,Heroin (T40.1),38,39,100,0.0587069787921039,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,February,Heroin (T40.1),40,41,100,0.0433369447453954,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,March,Heroin (T40.1),42,43,100,0.0287749082799799,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,April,Heroin (T40.1),46,47,100,0.0214392910741085,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,May,Heroin (T40.1),45,46,100,0.014262283391571,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,June,Heroin (T40.1),44,45,100,0.0142694063926941,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,July,Heroin (T40.1),48,49,100,0.0142328494164532,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,August,Heroin (T40.1),48,49,100,0.0141053670921786,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,September,Heroin (T40.1),49,50,100,0.00699496362618914,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,October,Heroin (T40.1),51,52,100,0.00695991091314031,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,November,Heroin (T40.1),55,56,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,December,Heroin (T40.1),53,54,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,January,Heroin (T40.1),49,50,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,February,Heroin (T40.1),49,50,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,March,Heroin (T40.1),49,50,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,April,Heroin (T40.1),50,51,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,May,Heroin (T40.1),52,53,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,June,Heroin (T40.1),54,55,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,July,Heroin (T40.1),57,58,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,August,Heroin (T40.1),59,60,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,September,Heroin (T40.1),56,57,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,October,Heroin (T40.1),51,52,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,November,Heroin (T40.1),52,53,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,December,Heroin (T40.1),54,55,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,January,Heroin (T40.1),60,61,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,February,Heroin (T40.1),62,63,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,March,Heroin (T40.1),62,63,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,April,Heroin (T40.1),65,66,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,May,Heroin (T40.1),66,67,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,June,Heroin (T40.1),68,69,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,July,Heroin (T40.1),64,65,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,August,Heroin (T40.1),66,67,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,September,Heroin (T40.1),68,69,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,October,Heroin (T40.1),76,77,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,November,Heroin (T40.1),72,73,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,December,Heroin (T40.1),75,76,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2018,January,Heroin (T40.1),72,72,100,0,Underreported due to incomplete data.
ME,ME,2018,February,Heroin (T40.1),70,70,100,0,Underreported due to incomplete data.
ME,ME,2018,March,Heroin (T40.1),73,73,100,0,Underreported due to incomplete data.
ME,ME,2018,April,Heroin (T40.1),73,73,100,0,Underreported due to incomplete data.
ME,ME,2018,May,Heroin (T40.1),76,76,100,0,Underreported due to incomplete data.
ME,ME,2018,June,Heroin (T40.1),71,71,100,0,Underreported due to incomplete data.
ME,ME,2015,January,Methadone (T40.3),35,36,100,0.0587069787921039,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,February,Methadone (T40.3),35,36,100,0.0433369447453954,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,March,Methadone (T40.3),36,37,100,0.0287749082799799,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,April,Methadone (T40.3),41,42,100,0.0214392910741085,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,May,Methadone (T40.3),40,41,100,0.014262283391571,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,June,Methadone (T40.3),39,40,100,0.0142694063926941,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,July,Methadone (T40.3),40,41,100,0.0142328494164532,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,August,Methadone (T40.3),39,40,100,0.0141053670921786,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,September,Methadone (T40.3),41,42,100,0.00699496362618914,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,October,Methadone (T40.3),41,42,100,0.00695991091314031,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,November,Methadone (T40.3),37,37,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,December,Methadone (T40.3),37,37,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,January,Methadone (T40.3),34,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,February,Methadone (T40.3),32,32,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,March,Methadone (T40.3),33,33,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,April,Methadone (T40.3),32,32,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,May,Methadone (T40.3),34,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,June,Methadone (T40.3),35,35,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,July,Methadone (T40.3),33,33,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,August,Methadone (T40.3),35,35,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,September,Methadone (T40.3),33,33,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,October,Methadone (T40.3),32,32,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,November,Methadone (T40.3),34,34,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,December,Methadone (T40.3),39,39,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,January,Methadone (T40.3),40,40,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,February,Methadone (T40.3),40,40,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,March,Methadone (T40.3),39,39,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,April,Methadone (T40.3),37,37,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,May,Methadone (T40.3),33,33,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,June,Methadone (T40.3),32,32,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,July,Methadone (T40.3),37,37,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,August,Methadone (T40.3),33,33,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,September,Methadone (T40.3),38,38,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,October,Methadone (T40.3),38,38,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,November,Methadone (T40.3),38,38,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,December,Methadone (T40.3),32,32,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2018,January,Methadone (T40.3),29,29,100,0,Underreported due to incomplete data.
ME,ME,2018,February,Methadone (T40.3),29,29,100,0,Underreported due to incomplete data.
ME,ME,2018,March,Methadone (T40.3),26,26,100,0,Underreported due to incomplete data.
ME,ME,2018,April,Methadone (T40.3),25,25,100,0,Underreported due to incomplete data.
ME,ME,2018,May,Methadone (T40.3),28,28,100,0,Underreported due to incomplete data.
ME,ME,2018,June,Methadone (T40.3),31,31,100,0,Underreported due to incomplete data.
ME,ME,2015,January,Natural & semi-synthetic opioids (T40.2),82,84,100,0.0587069787921039,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,February,Natural & semi-synthetic opioids (T40.2),88,90,100,0.0433369447453954,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,March,Natural & semi-synthetic opioids (T40.2),96,98,100,0.0287749082799799,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,April,Natural & semi-synthetic opioids (T40.2),99,100,100,0.0214392910741085,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,May,Natural & semi-synthetic opioids (T40.2),95,96,100,0.014262283391571,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,June,Natural & semi-synthetic opioids (T40.2),99,100,100,0.0142694063926941,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,July,Natural & semi-synthetic opioids (T40.2),104,105,100,0.0142328494164532,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,August,Natural & semi-synthetic opioids (T40.2),95,96,100,0.0141053670921786,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,September,Natural & semi-synthetic opioids (T40.2),105,106,100,0.00699496362618914,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,October,Natural & semi-synthetic opioids (T40.2),105,106,100,0.00695991091314031,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,November,Natural & semi-synthetic opioids (T40.2),105,106,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2015,December,Natural & semi-synthetic opioids (T40.2),105,106,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,January,Natural & semi-synthetic opioids (T40.2),108,109,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,February,Natural & semi-synthetic opioids (T40.2),104,105,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,March,Natural & semi-synthetic opioids (T40.2),103,104,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,April,Natural & semi-synthetic opioids (T40.2),111,112,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,May,Natural & semi-synthetic opioids (T40.2),116,117,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,June,Natural & semi-synthetic opioids (T40.2),120,121,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,July,Natural & semi-synthetic opioids (T40.2),123,124,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,August,Natural & semi-synthetic opioids (T40.2),128,129,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,September,Natural & semi-synthetic opioids (T40.2),124,125,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,October,Natural & semi-synthetic opioids (T40.2),126,127,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,November,Natural & semi-synthetic opioids (T40.2),124,125,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2016,December,Natural & semi-synthetic opioids (T40.2),132,133,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,January,Natural & semi-synthetic opioids (T40.2),129,130,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,February,Natural & semi-synthetic opioids (T40.2),128,129,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,March,Natural & semi-synthetic opioids (T40.2),123,124,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,April,Natural & semi-synthetic opioids (T40.2),115,116,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,May,Natural & semi-synthetic opioids (T40.2),108,109,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,June,Natural & semi-synthetic opioids (T40.2),96,97,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,July,Natural & semi-synthetic opioids (T40.2),93,94,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,August,Natural & semi-synthetic opioids (T40.2),90,91,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,September,Natural & semi-synthetic opioids (T40.2),89,90,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,October,Natural & semi-synthetic opioids (T40.2),86,87,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,November,Natural & semi-synthetic opioids (T40.2),85,86,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,December,Natural & semi-synthetic opioids (T40.2),78,79,100,0,Numbers may differ from published reports using final data. See Technical Notes.
