"STATEFP","STATE","STATEABBREVIATION","YEAR","INDICATOR","VALUE"
"45","South Carolina","SC","2014","opioid_RxRate","101.3"
"45","South Carolina","SC","2015","opioid_RxRate","95.1"
"45","South Carolina","SC","2016","opioid_RxRate","89.4"
"45","South Carolina","SC","2017","opioid_RxRate","79.3"
"46","South Dakota","SD","2006","opioid_RxRate","50.0"
"46","South Dakota","SD","2007","opioid_RxRate","49.9"
"46","South Dakota","SD","2008","opioid_RxRate","52.1"
"46","South Dakota","SD","2009","opioid_RxRate","52.3"
"46","South Dakota","SD","2010","opioid_RxRate","54.0"
"46","South Dakota","SD","2011","opioid_RxRate","55.1"
"46","South Dakota","SD","2012","opioid_RxRate","60.1"
"46","South Dakota","SD","2013","opioid_RxRate","60.6"
"46","South Dakota","SD","2014","opioid_RxRate","61.7"
"46","South Dakota","SD","2015","opioid_RxRate","59.1"
"46","South Dakota","SD","2016","opioid_RxRate","54.8"
"46","South Dakota","SD","2017","opioid_RxRate","49.0"
"47","Tennessee","TN","2006","opioid_RxRate","124.8"
"47","Tennessee","TN","2007","opioid_RxRate","128.8"
"47","Tennessee","TN","2008","opioid_RxRate","132.9"
"47","Tennessee","TN","2009","opioid_RxRate","138.4"
"47","Tennessee","TN","2010","opioid_RxRate","140.0"
"47","Tennessee","TN","2011","opioid_RxRate","138.5"
"47","Tennessee","TN","2012","opioid_RxRate","136.1"
"47","Tennessee","TN","2013","opioid_RxRate","127.1"
"47","Tennessee","TN","2014","opioid_RxRate","121.3"
"47","Tennessee","TN","2015","opioid_RxRate","114.9"
"47","Tennessee","TN","2016","opioid_RxRate","107.5"
"47","Tennessee","TN","2017","opioid_RxRate","94.4"
"48","Texas","TX","2006","opioid_RxRate","66.8"
"48","Texas","TX","2007","opioid_RxRate","71.2"
"48","Texas","TX","2008","opioid_RxRate","71.3"
"48","Texas","TX","2009","opioid_RxRate","71.8"
"48","Texas","TX","2010","opioid_RxRate","73.0"
"48","Texas","TX","2011","opioid_RxRate","72.0"
"48","Texas","TX","2012","opioid_RxRate","73.4"
"48","Texas","TX","2013","opioid_RxRate","70.0"
"48","Texas","TX","2014","opioid_RxRate","67.0"
"48","Texas","TX","2015","opioid_RxRate","59.8"
"48","Texas","TX","2016","opioid_RxRate","57.6"
"48","Texas","TX","2017","opioid_RxRate","53.1"
"49","Utah","UT","2006","opioid_RxRate","87.0"
"49","Utah","UT","2007","opioid_RxRate","89.8"
"49","Utah","UT","2008","opioid_RxRate","91.3"
"49","Utah","UT","2009","opioid_RxRate","86.9"
"49","Utah","UT","2010","opioid_RxRate","86.6"
"49","Utah","UT","2011","opioid_RxRate","85.2"
"49","Utah","UT","2012","opioid_RxRate","84.5"
"49","Utah","UT","2013","opioid_RxRate","82.1"
"49","Utah","UT","2014","opioid_RxRate","78.8"
"49","Utah","UT","2015","opioid_RxRate","74.4"
"49","Utah","UT","2016","opioid_RxRate","70.4"
"49","Utah","UT","2017","opioid_RxRate","63.8"
"50","Vermont","VT","2006","opioid_RxRate","56.9"
"50","Vermont","VT","2007","opioid_RxRate","56.0"
"50","Vermont","VT","2008","opioid_RxRate","56.5"
"50","Vermont","VT","2009","opioid_RxRate","54.5"
"50","Vermont","VT","2010","opioid_RxRate","54.1"
"50","Vermont","VT","2011","opioid_RxRate","53.6"
"50","Vermont","VT","2012","opioid_RxRate","54.6"
"50","Vermont","VT","2013","opioid_RxRate","52.2"
"50","Vermont","VT","2014","opioid_RxRate","50.4"
"50","Vermont","VT","2015","opioid_RxRate","60.1"
"50","Vermont","VT","2016","opioid_RxRate","58.6"
"50","Vermont","VT","2017","opioid_RxRate","50.5"
"51","Virginia","VA","2006","opioid_RxRate","67.2"
"51","Virginia","VA","2007","opioid_RxRate","70.1"
"51","Virginia","VA","2008","opioid_RxRate","73.0"
"51","Virginia","VA","2009","opioid_RxRate","74.1"
"51","Virginia","VA","2010","opioid_RxRate","75.5"
"51","Virginia","VA","2011","opioid_RxRate","76.6"
"51","Virginia","VA","2012","opioid_RxRate","79.6"
"51","Virginia","VA","2013","opioid_RxRate","76.6"
"51","Virginia","VA","2014","opioid_RxRate","73.5"
"51","Virginia","VA","2015","opioid_RxRate","68.1"
"51","Virginia","VA","2016","opioid_RxRate","63.4"
"51","Virginia","VA","2017","opioid_RxRate","52.9"
"53","Washington","WA","2006","opioid_RxRate","80.8"
"53","Washington","WA","2007","opioid_RxRate","84.4"
"53","Washington","WA","2008","opioid_RxRate","86.6"
"53","Washington","WA","2009","opioid_RxRate","86.1"
"53","Washington","WA","2010","opioid_RxRate","85.0"
"53","Washington","WA","2011","opioid_RxRate","81.6"
"53","Washington","WA","2012","opioid_RxRate","78.7"
"53","Washington","WA","2013","opioid_RxRate","75.2"
"53","Washington","WA","2014","opioid_RxRate","74.2"
"53","Washington","WA","2015","opioid_RxRate","69.8"
"53","Washington","WA","2016","opioid_RxRate","64.9"
"53","Washington","WA","2017","opioid_RxRate","57.2"
"54","West Virginia","WV","2006","opioid_RxRate","129.9"
"54","West Virginia","WV","2007","opioid_RxRate","135.1"
"54","West Virginia","WV","2008","opioid_RxRate","145.5"
"54","West Virginia","WV","2009","opioid_RxRate","146.9"
"54","West Virginia","WV","2010","opioid_RxRate","143.1"
"54","West Virginia","WV","2011","opioid_RxRate","139.6"
"54","West Virginia","WV","2012","opioid_RxRate","136.9"
"54","West Virginia","WV","2013","opioid_RxRate","129.0"
"54","West Virginia","WV","2014","opioid_RxRate","126.4"
"54","West Virginia","WV","2015","opioid_RxRate","111.3"
"54","West Virginia","WV","2016","opioid_RxRate","96.0"
"54","West Virginia","WV","2017","opioid_RxRate","81.3"
"55","Wisconsin","WI","2006","opioid_RxRate","64.7"
"55","Wisconsin","WI","2007","opioid_RxRate","69.2"
"55","Wisconsin","WI","2008","opioid_RxRate","70.6"
"55","Wisconsin","WI","2009","opioid_RxRate","71.9"
"55","Wisconsin","WI","2010","opioid_RxRate","74.4"
"55","Wisconsin","WI","2011","opioid_RxRate","75.2"
"55","Wisconsin","WI","2012","opioid_RxRate","76.8"
"55","Wisconsin","WI","2013","opioid_RxRate","73.8"
"55","Wisconsin","WI","2014","opioid_RxRate","71.9"
"55","Wisconsin","WI","2015","opioid_RxRate","67.5"
"55","Wisconsin","WI","2016","opioid_RxRate","62.2"
"55","Wisconsin","WI","2017","opioid_RxRate","52.6"
"56","Wyoming","WY","2006","opioid_RxRate","79.9"
"56","Wyoming","WY","2007","opioid_RxRate","80.8"
"56","Wyoming","WY","2008","opioid_RxRate","81.0"
"56","Wyoming","WY","2009","opioid_RxRate","81.0"
"56","Wyoming","WY","2010","opioid_RxRate","80.4"
"56","Wyoming","WY","2011","opioid_RxRate","78.2"
"56","Wyoming","WY","2012","opioid_RxRate","80.5"
"56","Wyoming","WY","2013","opioid_RxRate","81.5"
"56","Wyoming","WY","2014","opioid_RxRate","80.9"
"56","Wyoming","WY","2015","opioid_RxRate","75.4"
"56","Wyoming","WY","2016","opioid_RxRate","71.1"
"56","Wyoming","WY","2017","opioid_RxRate","64.8"
"00","United States","US","2006","opioid_RxRate","72.4"
"00","United States","US","2007","opioid_RxRate","75.9"
"00","United States","US","2008","opioid_RxRate","78.2"
"00","United States","US","2009","opioid_RxRate","79.5"
"00","United States","US","2010","opioid_RxRate","81.2"
"00","United States","US","2011","opioid_RxRate","80.9"
"00","United States","US","2012","opioid_RxRate","81.3"
"00","United States","US","2013","opioid_RxRate","78.1"
"00","United States","US","2014","opioid_RxRate","75.6"
"00","United States","US","2015","opioid_RxRate","70.6"
"00","United States","US","2016","opioid_RxRate","66.5"
"00","United States","US","2017","opioid_RxRate","58.7"
